タイトル,巻号,西暦,発行日,発行機関,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
下関商業会議所月報 第85号 大正8年7月20日,第85号,1919,大正8年7月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f8041881-6fe9-504d-0109-0b19ef37299a.json,f8041881-6fe9-504d-0109-0b19ef37299a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/f8041881-6fe9-504d-0109-0b19ef37299a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/bc8f6870fea928d1dbcd21048feb92f437633b90.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612161,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0696,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f8041881-6fe9-504d-0109-0b19ef37299a/manifest,,,,,11
下関商業会議所月報 第86号 大正8年8月20日,第86号,1919,大正8年8月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f02baef1-56f1-a57f-28eb-009e2f719265.json,f02baef1-56f1-a57f-28eb-009e2f719265,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/f02baef1-56f1-a57f-28eb-009e2f719265,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ce8c89a22b1c855d9c767cdc05a328f90b74c372.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612160,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0697,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f02baef1-56f1-a57f-28eb-009e2f719265/manifest,,,,,8
下関商業会議所月報 第88号 大正8年10月20日,第88号,1919,大正8年10月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1c4b1120-587a-3633-66ae-83f10cb33cf5.json,1c4b1120-587a-3633-66ae-83f10cb33cf5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/1c4b1120-587a-3633-66ae-83f10cb33cf5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/10005a446e24d42161340f287af6b6f72f865469.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612159,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0698,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1c4b1120-587a-3633-66ae-83f10cb33cf5/manifest,,,,,7
下関商業会議所月報 第92号 大正9年2月20日,第92号,1920,大正9年2月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/dc5fa91e-5bd4-a40b-5f4b-f18742c48688.json,dc5fa91e-5bd4-a40b-5f4b-f18742c48688,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/dc5fa91e-5bd4-a40b-5f4b-f18742c48688,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/87872162953469b03520af5c6456ac573d742b7f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612158,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0699,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/dc5fa91e-5bd4-a40b-5f4b-f18742c48688/manifest,,,,,8
下関商業会議所月報 第93号 大正8年3月20日,第93号,1920,大正8年3月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d9469a6e-62c3-a74d-57f7-2eab6b119ddd.json,d9469a6e-62c3-a74d-57f7-2eab6b119ddd,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/d9469a6e-62c3-a74d-57f7-2eab6b119ddd,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/81bfb8befc27d2d4ec16d6d5109c42e96d7a47a4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612157,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0700,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d9469a6e-62c3-a74d-57f7-2eab6b119ddd/manifest,,,,,6
下関商業会議所月報 第95号 大正8年5月20日,第95号,1920,大正8年5月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d879fbc9-8237-0551-a341-d4a057d67d40.json,d879fbc9-8237-0551-a341-d4a057d67d40,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/d879fbc9-8237-0551-a341-d4a057d67d40,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/228ffb0dded2265b29c08f4a4ab185e1cc3f3de7.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612156,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0701,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d879fbc9-8237-0551-a341-d4a057d67d40/manifest,,,,,5
下関商業会議所月報 第96号 大正8年6月20日,第96号,1920,大正8年6月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f3ef6917-127b-6de4-5239-f994cd335341.json,f3ef6917-127b-6de4-5239-f994cd335341,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/f3ef6917-127b-6de4-5239-f994cd335341,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ae7b01f66888735527c6b1abb155808af2e6ce4a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612155,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0702,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f3ef6917-127b-6de4-5239-f994cd335341/manifest,,,,,6
下関商業会議所月報 第97号 大正8年7月20日,第97号,1920,大正8年7月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b00eff46-4cf0-88e2-2bab-84b2912278d1.json,b00eff46-4cf0-88e2-2bab-84b2912278d1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/b00eff46-4cf0-88e2-2bab-84b2912278d1,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1a7a79780700d1460e20fb29b68fd4bbaa33f220.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612154,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0703,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b00eff46-4cf0-88e2-2bab-84b2912278d1/manifest,,,,,9
下関商業会議所月報 第98号 大正8年8月20日,第98号,1920,大正8年8月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/22d1d329-594a-43a5-341f-a518f710a627.json,22d1d329-594a-43a5-341f-a518f710a627,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/22d1d329-594a-43a5-341f-a518f710a627,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4f006fe6ec8a3d416c816d6121f0a9200300b870.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612153,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0704,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22d1d329-594a-43a5-341f-a518f710a627/manifest,,,,,8
下関商業会議所月報 第99号 大正8年9月20日,第99号,1920,大正8年9月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/12ea0577-31a0-1a29-64be-2917cf42783b.json,12ea0577-31a0-1a29-64be-2917cf42783b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/12ea0577-31a0-1a29-64be-2917cf42783b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5bd9825ff94c35bd996a4b3d9a96ebebd292dd48.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612152,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0705,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/12ea0577-31a0-1a29-64be-2917cf42783b/manifest,,,,,6
下関商業会議所月報 第100号 大正9年10月20日,第100号,1920,大正9年10月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3b9aea9e-3073-4736-95a2-7c659e2d04e0.json,3b9aea9e-3073-4736-95a2-7c659e2d04e0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/3b9aea9e-3073-4736-95a2-7c659e2d04e0,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e52f953ef63b6896dc861c3d8e16ed32dadf935e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612151,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0706,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3b9aea9e-3073-4736-95a2-7c659e2d04e0/manifest,,,,,7
下関商業会議所月報 第101号 大正9年11月20日,第101号,1920,大正9年11月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/64301078-7344-50f2-4d9e-82ca9bf134b8.json,64301078-7344-50f2-4d9e-82ca9bf134b8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/64301078-7344-50f2-4d9e-82ca9bf134b8,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e9db03c51d163ba108dee59de8adf06f72a52d90.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612150,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0707,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/64301078-7344-50f2-4d9e-82ca9bf134b8/manifest,,,,,10
下関商業会議所月報 第102号 大正9年12月20日,第102号,1920,大正9年12月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/55414b15-2e40-6e5b-a503-9b2eeac74866.json,55414b15-2e40-6e5b-a503-9b2eeac74866,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/55414b15-2e40-6e5b-a503-9b2eeac74866,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b53764992b0d03e2dde2065efdd860c9e1c7dd2e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612149,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0708,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/55414b15-2e40-6e5b-a503-9b2eeac74866/manifest,,,,,6
下関商業会議所月報 第103号 大正10年1月20日,第103号,1921,大正10年1月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8daea90c-1054-3d3c-8e97-354e4dc38370.json,8daea90c-1054-3d3c-8e97-354e4dc38370,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/8daea90c-1054-3d3c-8e97-354e4dc38370,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/101c03b8fd5542b2527552bccbac455976fa62bc.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612148,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0709,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8daea90c-1054-3d3c-8e97-354e4dc38370/manifest,,,,,5
下関商業会議所月報 第104号 大正10年2月20日,第104号,1921,大正10年2月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/317b82aa-2a2a-6681-0de8-fdf32a332ae2.json,317b82aa-2a2a-6681-0de8-fdf32a332ae2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/317b82aa-2a2a-6681-0de8-fdf32a332ae2,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8675d6911f5f9cecfebd5b2b74efe6faf89448b2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612147,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0710,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/317b82aa-2a2a-6681-0de8-fdf32a332ae2/manifest,,,,,6
下関商業会議所月報 第105号 大正10年3月20日,第105号,1921,大正10年3月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5c661f22-2d44-6f05-78fc-7440947d89a8.json,5c661f22-2d44-6f05-78fc-7440947d89a8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/5c661f22-2d44-6f05-78fc-7440947d89a8,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/04a83ef719abd149d0670299e70a2a0cea5e420e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612146,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0711,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5c661f22-2d44-6f05-78fc-7440947d89a8/manifest,,,,,6
下関商業会議所月報 第106号 大正10年4月20日,第106号,1921,大正10年4月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4733e61c-05e5-810c-9153-96bbbe777789.json,4733e61c-05e5-810c-9153-96bbbe777789,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/4733e61c-05e5-810c-9153-96bbbe777789,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d8a942eec7757c92951bab26ec54a3d9b10ab83d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612145,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0712,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4733e61c-05e5-810c-9153-96bbbe777789/manifest,,,,,6
下関商業会議所月報 第107号 大正10年5月20日,第107号,1921,大正10年5月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6a22cd46-0408-421c-693a-662a13763993.json,6a22cd46-0408-421c-693a-662a13763993,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/6a22cd46-0408-421c-693a-662a13763993,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1b171639ea5b52214b7d78647440da26734be404.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612144,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0713,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6a22cd46-0408-421c-693a-662a13763993/manifest,,,,,8
下関商業会議所月報 第108号 大正10年6月20日,第108号,1921,大正10年6月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9169a1a3-877e-1665-902b-4fd2ce3671b9.json,9169a1a3-877e-1665-902b-4fd2ce3671b9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/9169a1a3-877e-1665-902b-4fd2ce3671b9,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f2380eb08f1b89e4e33694fa056055be244e34cc.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612143,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0714,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9169a1a3-877e-1665-902b-4fd2ce3671b9/manifest,,,,,7
下関商業会議所月報 第109号 大正10年7月,第109号,1921,大正10年7月,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3d141b70-4dfd-39b2-47b9-18f561fe98a4.json,3d141b70-4dfd-39b2-47b9-18f561fe98a4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/3d141b70-4dfd-39b2-47b9-18f561fe98a4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d229cefe27af1de7799c329b57e2cdce852b83e8.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612142,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0715,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3d141b70-4dfd-39b2-47b9-18f561fe98a4/manifest,,,,,15
下関商業会議所月報 第110号 大正10年8月,第110号,1921,大正10年8月,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5a888220-2427-7721-747b-073b623c4e56.json,5a888220-2427-7721-747b-073b623c4e56,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/5a888220-2427-7721-747b-073b623c4e56,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0a783725156526cbca7b0794d550bffa863f85ec.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612141,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0716,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5a888220-2427-7721-747b-073b623c4e56/manifest,,,,,10
下関商業会議所月報 第111号 大正10年9月,第111号,1921,大正10年9月,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/028ddcdc-541b-1041-5658-ce9edade1352.json,028ddcdc-541b-1041-5658-ce9edade1352,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/028ddcdc-541b-1041-5658-ce9edade1352,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0b1d99bf6f6e527c8d51226cb95a7bd4eac0987a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612140,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0717,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/028ddcdc-541b-1041-5658-ce9edade1352/manifest,,,,,13
下関商業会議所月報 第112号 大正10年10月,第112号,1921,大正10年10月,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2bef4be9-09de-3e73-27d9-c899518606c2.json,2bef4be9-09de-3e73-27d9-c899518606c2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/2bef4be9-09de-3e73-27d9-c899518606c2,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b1b50dde3ae6f6ff01cdc9480f8d8502cae8ee8a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612139,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0718,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2bef4be9-09de-3e73-27d9-c899518606c2/manifest,,,,,9
