表題,種別,コレクション名,請求記号,タイトルヨミ,日付,号,面,備考,出版社,出版地,封筒,画像注記,差出,宛,編著者,年月日,サイズ,シリーズ名,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
姑息縣舊藩飛地控,,宮武外骨蒐集資料(外骨書函パンフレット類),GP080:G14:02,,,,,,,,,,,,宮武外骨,,1綴(54丁) /形態:冊子 /12cm×16cm,[外骨覚書],http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4c1c7420-0a35-40a1-9d52-969253d70017.json,4c1c7420-0a35-40a1-9d52-969253d70017,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/4c1c7420-0a35-40a1-9d52-969253d70017,http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/854e1d5c243e6cb31f1b0d8d3de906750b34c432.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72721,"明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,115,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4c1c7420-0a35-40a1-9d52-969253d70017/manifest,,,,,55
此中に有り,,宮武外骨蒐集資料(外骨書函パンフレット類),GP080:G14:03,,,,,,,,,,,,宮武外骨,,1綴(81丁) /形態:冊子 /11.5cm×16cm,[外骨覚書],http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e52d7770-1f38-488a-b0f2-38f34dede84e.json,e52d7770-1f38-488a-b0f2-38f34dede84e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/e52d7770-1f38-488a-b0f2-38f34dede84e,http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/85ad723f9657c29226c0e7f5a92ba39a4b79cb3b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72722,"明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,116,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e52d7770-1f38-488a-b0f2-38f34dede84e/manifest,,,,,87
職業大全,,宮武外骨蒐集資料(外骨書函パンフレット類),GP080:G14:04,,,,,,,,,,,,宮武外骨,,1綴(22丁) /形態:冊子 /12cm×16cm,[外骨覚書],http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/51925aa4-6ae1-4ef2-9271-4bd56e7e9277.json,51925aa4-6ae1-4ef2-9271-4bd56e7e9277,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/51925aa4-6ae1-4ef2-9271-4bd56e7e9277,http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a5a574c11cd85c4ea2b41401cf96645fba78317b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72723,"明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,117,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/51925aa4-6ae1-4ef2-9271-4bd56e7e9277/manifest,,,,,25
新古談語,,宮武外骨蒐集資料(外骨書函パンフレット類),GP080:G14:05,,,,,,,,,,,,宮武外骨,,1綴(45丁) /形態:冊子 /11.5cm×16cm,[外骨覚書],http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/30666d06-dd7f-4a8d-b734-806a9e047acc.json,30666d06-dd7f-4a8d-b734-806a9e047acc,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/30666d06-dd7f-4a8d-b734-806a9e047acc,http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f727ea4815593fd1d1b110d995dd4aa2c7cf537a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72724,"明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,118,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/30666d06-dd7f-4a8d-b734-806a9e047acc/manifest,,,,,50
新聞雜誌-関係事實略記,,宮武外骨蒐集資料(外骨書函パンフレット類),GP080:G14:06,,,,,,,,,,,,宮武外骨,,1綴(75丁) /形態:冊子 /12cm×16cm,[外骨覚書],http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/edd63e57-824d-4d12-907a-fba2804d1233.json,edd63e57-824d-4d12-907a-fba2804d1233,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/edd63e57-824d-4d12-907a-fba2804d1233,http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c3e082f2ab69f4b072810c133a4468a48e09b808.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72725,"明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,119,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/edd63e57-824d-4d12-907a-fba2804d1233/manifest,,,,,100
徳川時代 絶版圖書展覽目録,,宮武外骨蒐集資料(外骨書函パンフレット類),GP020:To36,,,,,,雅俗文庫,,,画像は一部のみ。明治新聞雑誌文庫館内にて全部閲覧可。,,,宮武外骨,,1綴(3丁) /形態:冊子 /19cm×13cm,[徳川時代絶版図書展覧会関係資料(筆禍史料 来館者)],http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1c8473e0-0c84-4601-a2b7-ea85bfc0e5e6.json,1c8473e0-0c84-4601-a2b7-ea85bfc0e5e6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/1c8473e0-0c84-4601-a2b7-ea85bfc0e5e6,http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/bab78007c56e2aae096047f91ad25ada44711479.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72625,"明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,12,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1c8473e0-0c84-4601-a2b7-ea85bfc0e5e6/manifest,,,,,12
川柳學 組織案,,宮武外骨蒐集資料(外骨書函パンフレット類),GP080:G14:07,,,,,,,,,,,,宮武外骨,,1綴(17丁) /形態:冊子 /11.5cm×16cm,[外骨覚書],http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9eed9721-e58f-468e-b872-6ca70ce96f17.json,9eed9721-e58f-468e-b872-6ca70ce96f17,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/9eed9721-e58f-468e-b872-6ca70ce96f17,http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4bc107ddcf022cea239b98a1cab0306b9fd572c9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72726,"明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,120,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9eed9721-e58f-468e-b872-6ca70ce96f17/manifest,,,,,20
操觚要録,,宮武外骨蒐集資料(外骨書函パンフレット類),GP080:G14:08,,,,,,,,,,,,宮武外骨,,1綴(74丁) /形態:冊子 /12cm×16cm,[外骨覚書],http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d12ccddb-76b9-4ed7-9c4c-f635f146c2fe.json,d12ccddb-76b9-4ed7-9c4c-f635f146c2fe,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/d12ccddb-76b9-4ed7-9c4c-f635f146c2fe,http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/72e15ca04408648412d36bfbdbf2bb76a3f9887d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72727,"明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,121,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d12ccddb-76b9-4ed7-9c4c-f635f146c2fe/manifest,,,,,84
短句集 甲,,宮武外骨蒐集資料(外骨書函パンフレット類),GP080:G14:09,,,,,,,,,,,,宮武外骨,,1綴(68丁) /形態:冊子 /11.5cm×16cm,[外骨覚書],http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c7f38565-f10c-4c93-9bee-ec5f63187223.json,c7f38565-f10c-4c93-9bee-ec5f63187223,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/c7f38565-f10c-4c93-9bee-ec5f63187223,http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/597530a00c78341633a831637e8fb6cce70dd59c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72728,"明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,122,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c7f38565-f10c-4c93-9bee-ec5f63187223/manifest,,,,,76
短句集 乙,,宮武外骨蒐集資料(外骨書函パンフレット類),GP080:G14:10,,,,,,,,,,,,宮武外骨,,1綴(62丁) /形態:冊子 /12.5cm×16cm,[外骨覚書],http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2ba6f81f-425c-4965-aca7-e6bbcd725505.json,2ba6f81f-425c-4965-aca7-e6bbcd725505,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/2ba6f81f-425c-4965-aca7-e6bbcd725505,http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2768165414047c2988d5f8b4f722a14f900d0d0e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72729,"明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,123,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2ba6f81f-425c-4965-aca7-e6bbcd725505/manifest,,,,,15
知識片々 俚諺 五七調,,宮武外骨蒐集資料(外骨書函パンフレット類),GP080:G14:11,,,,,,,,,,,,宮武外骨,,1綴(122丁) /形態:冊子 /11.5cm×16cm,[外骨覚書],http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/dd12d3e0-aa04-4fc2-aaad-a0b30ea93536.json,dd12d3e0-aa04-4fc2-aaad-a0b30ea93536,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/dd12d3e0-aa04-4fc2-aaad-a0b30ea93536,http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4b8353c69e798f5751095cde97c5ef09e1a8a4f1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72730,"明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,124,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/dd12d3e0-aa04-4fc2-aaad-a0b30ea93536/manifest,,,,,135
ぬきかき,,宮武外骨蒐集資料(外骨書函パンフレット類),GP080:G14:12,,,,,,,,,,,,宮武外骨,,1綴(41丁) /形態:冊子 /11.5cm×16cm,[外骨覚書],http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a9e2d98d-04b8-4507-bd78-284739c8b5c1.json,a9e2d98d-04b8-4507-bd78-284739c8b5c1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/a9e2d98d-04b8-4507-bd78-284739c8b5c1,http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/116961da878571a2e3ba57f7aa5d1d72dbd4234c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72731,"明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,125,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a9e2d98d-04b8-4507-bd78-284739c8b5c1/manifest,,,,,35
賣笑婦研究資料,,宮武外骨蒐集資料(外骨書函パンフレット類),GP080:G14:13,,,,,,,,,,,,宮武外骨,,1綴(16丁) /形態:冊子 /12cm×16cm,[外骨覚書],http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7a17d715-8e07-41fa-aba4-1e70cf53fda6.json,7a17d715-8e07-41fa-aba4-1e70cf53fda6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/7a17d715-8e07-41fa-aba4-1e70cf53fda6,http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d9d947c4fc8728c6ee9b2d52ea085b9e4afcea61.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72732,"明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,126,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7a17d715-8e07-41fa-aba4-1e70cf53fda6/manifest,,,,,19
藩印 有無表,,宮武外骨蒐集資料(外骨書函パンフレット類),GP080:G14:14,,,,,,,,,,,,宮武外骨,,1綴(29丁) /形態:冊子 /12cm×16cm,[外骨覚書],http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8ef7069e-617b-4e21-8c18-36ebb327dcc8.json,8ef7069e-617b-4e21-8c18-36ebb327dcc8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/8ef7069e-617b-4e21-8c18-36ebb327dcc8,http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d325d7afe1d512d09ffd399c4e35cfe90c24c9fd.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72733,"明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,127,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8ef7069e-617b-4e21-8c18-36ebb327dcc8/manifest,,,,,32
藩名總覽,,宮武外骨蒐集資料(外骨書函パンフレット類),GP080:G14:15,,,,,,,,,,,,宮武外骨,,1綴(59丁) /形態:冊子 /12cm×16cm,[外骨覚書],http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/39815936-63ce-497d-a156-fc6357893450.json,39815936-63ce-497d-a156-fc6357893450,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/39815936-63ce-497d-a156-fc6357893450,http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/63f769f20a1b7e3865fdcf466384074d69b44c2c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72734,"明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,128,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/39815936-63ce-497d-a156-fc6357893450/manifest,,,,,65
府藩県 視聴随筆 甲,,宮武外骨蒐集資料(外骨書函パンフレット類),GP080:G14:16,,,,,,,,,,,,宮武外骨,,1綴(49丁) /形態:冊子 /12cm×16cm,[外骨覚書],http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f402fb8c-f4bd-44fe-bf99-3de18e65f441.json,f402fb8c-f4bd-44fe-bf99-3de18e65f441,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/f402fb8c-f4bd-44fe-bf99-3de18e65f441,http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1f4dcfeceb9749ea6beffb0e6181fb440dfc37f2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72735,"明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,129,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f402fb8c-f4bd-44fe-bf99-3de18e65f441/manifest,,,,,76
「東洋自由新聞」全部揃物購入,,宮武外骨蒐集資料(外骨書函パンフレット類),GP020:To85,,,,,,,,,,,,宮武外骨,,1綴(7丁) /形態:冊子 /24cm×16.5cm,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/aaa9cc68-6cb5-43d4-a930-d73db1d14563.json,aaa9cc68-6cb5-43d4-a930-d73db1d14563,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/aaa9cc68-6cb5-43d4-a930-d73db1d14563,http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3206f5e1fe817b63d02b2034bbbb77d21372d08c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72626,"明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,13,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/aaa9cc68-6cb5-43d4-a930-d73db1d14563/manifest,,,,,7
府藩県 視聴随筆 乙,,宮武外骨蒐集資料(外骨書函パンフレット類),GP080:G14:17,,,,,,,,,,,,宮武外骨,,1綴(77丁) /形態:冊子 /12cm×16cm,[外骨覚書],http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/28961d5e-e376-4900-9427-e63e12863151.json,28961d5e-e376-4900-9427-e63e12863151,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/28961d5e-e376-4900-9427-e63e12863151,http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0f873a0131f38feb7ce8211831fd0d381f175ffd.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72736,"明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,130,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/28961d5e-e376-4900-9427-e63e12863151/manifest,,,,,92
明治奇聞 材料―明治文化研究資料,,宮武外骨蒐集資料(外骨書函パンフレット類),GP080:G14:20,,,,,,,,,,,,宮武外骨,,1綴(47丁) /形態:冊子 /12cm×16cm,[外骨覚書],http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d0efdf22-e393-4462-9f00-75db75ddecc6.json,d0efdf22-e393-4462-9f00-75db75ddecc6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/d0efdf22-e393-4462-9f00-75db75ddecc6,http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e5fdeb27916d5f04ffe85d134fed43fbd5504902.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72737,"明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,133,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d0efdf22-e393-4462-9f00-75db75ddecc6/manifest,,,,,61
我輩浪漫集,,宮武外骨蒐集資料(外骨書函パンフレット類),GP080:G14:21,,,,,,,,,,,,宮武外骨,,1綴(88丁) /形態:冊子 /12cm×16cm,[外骨覚書],http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/cff7af33-7387-40fb-a443-96f2bb02039b.json,cff7af33-7387-40fb-a443-96f2bb02039b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/cff7af33-7387-40fb-a443-96f2bb02039b,http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8fece0450ee48b230d2e68ca993c95028160c694.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72738,"明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,134,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/cff7af33-7387-40fb-a443-96f2bb02039b/manifest,,,,,87
籠「宮武外骨収集裁判資料」,,宮武外骨蒐集資料(外骨書函パンフレット類),GP080:Mi85:000,,,,,,,,,,,,宮武外骨,,32.5cm×12.5cm×10cm,宮武外骨収集裁判資料,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8ac2bf67-ebad-4013-a415-54acc0487363.json,8ac2bf67-ebad-4013-a415-54acc0487363,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/8ac2bf67-ebad-4013-a415-54acc0487363,http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d57ee15e716fc8345e0459f254f0a02aef55f155.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72739,"明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,135,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8ac2bf67-ebad-4013-a415-54acc0487363/manifest,,,,,2
明治十二年二月十五日裁判公報,,宮武外骨蒐集資料(外骨書函パンフレット類),GP080:Mi85:002,,,,,,,,,,,,,,1枚 11×15cm,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e6bd08a5-9bfe-4666-9ea0-febfe42e8f43.json,e6bd08a5-9bfe-4666-9ea0-febfe42e8f43,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/e6bd08a5-9bfe-4666-9ea0-febfe42e8f43,http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/131bc9165fd3222888d9219e0e860eda0d753217.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72740,"明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,137,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e6bd08a5-9bfe-4666-9ea0-febfe42e8f43/manifest,,,,,1
